gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Electronic check,PaymentMethod_Mailed check,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),TenureBins,CommunicationType,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,TotalInternetServices,Churn
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.726333886715969,-0.5634446373113345,0,1,0,1,1,0,0,0,0,1,0,1,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,-1.356506020820616,0.1323167774101959,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,-1.3794777795261872,-0.10664623858574158,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,-1.4896733510245017,-0.28876440497365663,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.563239106609415,0.34979458818692105,1,0,0,1,1,0,1,0,0,0,0,1,1,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.9128025955907013,1.4645132938444,0,1,0,1,1,1,1,1,1,1,1,0,6,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.16281854674076623,-1.5370207575809767,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,-0.34933584280449675,0.8678609491299835,0,1,1,0,0,0,1,0,1,1,1,0,4,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,-0.8212076591351676,0.2153355703306619,0,0,0,0,0,1,1,0,1,0,0,0,3,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.3159996530430303,-1.6147264385400781,0,0,0,1,0,0,0,0,0,1,0,1,1,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.3118578923422646,0.8937035238658456,0,0,0,1,1,0,1,1,0,1,1,1,4,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,-1.1776868615138003,-0.07631929257306659,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.6408382130731193,0.4211362341882333,1,1,0,1,1,0,1,1,1,1,1,0,5,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.501689087842338,-0.43085113354031757,0,0,0,1,0,0,0,0,0,0,1,1,1,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.2752956856386302,0.9189470761393661,0,0,0,1,1,0,0,1,1,1,1,1,4,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.1287484522190592,0.8080535327330851,1,0,0,1,1,1,0,0,0,1,1,1,3,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.30008542882944983,-2.430566767693965,0,1,1,1,1,0,1,1,1,1,0,0,4,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,1.1606478366102084,1.3459930166827088,0,1,0,1,0,0,1,0,1,1,1,1,4,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,-1.4932466846192962,-0.617220437623255,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.67516668838227,-1.46430126553057,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.3812466716601473,-1.1832784186635084,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.21354490631159703,0.4929920472631061,0,0,0,1,1,0,1,0,1,0,1,1,3,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.976902472212635,0.8954881112901883,0,1,1,1,1,1,1,0,0,1,0,1,3,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-1.1829128115117302,-0.8368789066052752,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,-1.475392173968289,-0.6906708920583362,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,-0.8878032110431683,0.41320739641405074,0,1,0,0,0,1,1,0,1,0,0,0,3,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0153149247686561,1.0670488521940702,0,0,1,1,0,0,1,1,1,1,0,1,4,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.8726890931207949,-0.9447246277329283,1,0,0,1,1,0,0,1,0,1,0,0,2,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.917613556772566,1.4207476369326641,0,1,0,1,1,0,1,0,1,1,0,1,3,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,-0.6683997894267782,0.27249887903986686,0,0,0,0,0,0,0,1,1,0,1,0,3,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.9443454423843409,-0.7730878245221647,0,0,1,0,0,1,0,0,1,0,0,1,2,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,-0.46301926675557803,0.3880820589319314,0,1,0,1,0,0,0,1,0,0,0,1,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.4689058529478423,1.6281978235981236,0,1,0,1,1,0,1,1,1,1,1,1,5,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.49033937968331914,-1.1836549803814242,1,1,0,1,1,0,0,1,0,0,0,0,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.4950338115046007,-1.066204241447986,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.5511881612552534,1.5718165261079617,0,1,1,1,1,0,1,1,1,1,1,1,5,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.976902472212635,0.7828121757679454,0,1,0,1,1,0,0,1,1,1,0,0,3,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,-0.7701401739132676,0.17117467270885076,0,0,0,0,0,1,1,0,1,0,0,0,3,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.3424561050965703,0.6777356329981716,0,0,0,1,1,1,0,1,1,0,1,1,4,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,-0.5301485372032679,-0.03608515003476399,0,0,0,0,0,0,0,1,0,1,1,1,3,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.39127908012300555,-0.501228767547747,0,1,1,1,1,1,1,0,1,0,1,1,4,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.2266224565899038,1.1922042996363664,0,1,1,1,1,1,1,1,1,0,0,0,4,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.048897074514521,-0.6524422870054558,0,0,0,1,1,0,1,1,0,0,1,0,3,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.4935825235039171,0.4633136639453107,0,0,0,1,1,1,0,1,0,1,1,1,4,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.8261073056365886,0.790195087273837,0,0,0,1,0,0,1,0,1,0,1,1,3,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,-1.48788714277914,-0.19420307303637102,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.359503984705557,1.5989958241674187,0,1,0,1,1,0,1,1,0,1,1,1,4,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.1702131268519078,0.588180169960606,0,1,1,1,0,0,1,1,0,1,1,0,4,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.6973192096798514,0.12429192934426514,0,1,1,1,0,0,0,0,1,0,1,1,2,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-0.6312208655393579,-1.4626113413702413,0,0,0,0,0,0,0,0,0,1,1,1,2,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.3547415851528202,1.3853347739543234,0,1,1,1,1,0,1,1,0,1,1,1,4,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,-0.43454791103719237,-0.07112154605768503,0,1,1,1,0,0,0,0,1,0,0,1,1,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.509341971558944,-1.8966800913900583,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,-1.3036580744203279,0.27505655866013023,1,1,0,1,1,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.3310539074496366,-0.15468561787665264,1,0,0,1,1,0,0,0,0,0,0,1,0,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.1399158853018818,1.1586880074091803,0,1,0,1,1,0,0,0,1,1,1,0,3,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.18082754151475303,0.6577363235353622,0,1,1,1,0,1,0,1,1,1,0,0,4,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.1064049771165767,1.1232225629468944,0,1,1,1,1,0,1,0,0,1,1,1,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.6924812855326601,0.4136513900098666,0,1,1,1,0,0,0,1,0,1,0,0,2,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0281112695474042,1.4280334457627841,1,0,0,1,1,0,1,1,0,0,1,1,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.182963617908576,-0.02515359265481629,0,0,0,1,1,0,0,0,1,1,1,0,3,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.8132475675727596,-0.22497320888666303,0,0,0,1,1,0,0,1,0,1,0,1,2,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.32453662141718914,-1.0590005978924069,0,1,0,1,1,0,0,0,0,0,0,1,0,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.1781826154147315,1.2930368437147175,1,1,0,1,1,0,0,1,0,1,1,0,3,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.35385443375272,-1.0989245645263432,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,-1.3019002940178057,0.24396067293993545,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,0.6489121187425227,1.3360245179917432,0,1,1,1,1,0,1,1,1,1,1,1,5,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.4935825235039171,0.8976936391709349,0,1,1,1,1,0,1,0,1,1,1,0,4,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.3833086720547059,1.5332133747448664,1,1,0,1,1,1,0,1,0,1,1,1,4,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,-1.5039740778658233,-0.28795154771774634,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.1971904373271522,1.03444442336461,1,0,0,1,0,1,1,0,1,1,0,1,4,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,-1.523670234202414,-0.3624885446745578,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.21517989217021843,-1.2307075616283423,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-0.6295324669394692,-0.6206718599441567,1,1,0,0,0,0,0,0,0,1,1,0,2,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,1.6396452603316873,1.714113213651113,0,1,0,1,1,1,1,1,1,1,1,0,6,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.2870374045266264,1.1366477476167811,0,1,1,1,0,0,0,1,1,1,1,1,4,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.518294753560608,-0.8737976604973735,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-1.5218780877722786,-0.6874309775297126,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.8245000665055339,0.40229384534977586,0,0,0,1,1,0,0,0,1,0,1,1,2,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,-0.4596679084041551,0.02822065420028986,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,-0.46301926675557803,-0.552032825238327,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.7504960574130008,1.3979956810545064,0,1,1,1,0,1,1,1,1,1,1,0,6,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,-1.4771762652348037,0.028512020392777625,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.4530661823980071,1.4845860622068279,0,1,0,1,1,0,1,1,1,1,1,1,5,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.4932466846192962,-1.891272310459488,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.2743910729064263,-1.0378691860289002,0,0,0,1,0,0,0,0,0,0,1,1,1,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.49033937968331914,0.7194244996926585,1,0,0,1,0,1,1,0,0,0,0,1,2,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0313097497313128,-0.17676806514915874,0,0,0,1,0,0,0,1,0,1,1,1,3,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.49033937968331914,0.925740572614015,0,1,1,1,0,1,1,1,0,1,1,0,5,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.3635695727614285,-1.0619749738027122,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.202082466229256,1.5281584245162247,0,0,0,1,1,1,1,1,0,1,0,0,4,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.1622421961453067,1.2348501762604234,0,0,0,1,1,0,0,0,1,1,1,1,3,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-0.2544428503714076,-1.0446350601345429,0,1,1,1,0,0,1,0,1,0,0,0,2,1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,-0.9649516709863049,0.28404470403066195,0,1,0,0,0,1,0,1,0,0,0,0,2,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6779638137287163,-1.464724657463505,1,0,0,1,0,0,0,1,0,0,1,1,2,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.4968253710781387,1.2518682992341381,0,1,0,1,1,1,1,1,1,1,0,0,5,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,-0.9735449224746237,0.055583632154309316,0,0,0,0,0,1,0,1,0,0,0,1,2,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,-1.518294753560608,-0.2013299307897647,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.4764295073677076,-0.5951215949659554,0,0,0,0,0,1,0,1,1,0,1,0,4,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.14971459363696846,0.8758361107000582,0,1,1,1,1,1,1,0,0,0,1,0,3,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,-0.07557613090344648,-2.430566767693965,0,0,1,1,1,1,1,0,1,0,0,1,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.5130351790596815,0.7419939369642667,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.8309286328043879,0.275684580280144,1,1,0,1,0,0,0,0,0,1,1,1,2,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,-0.1615502664399155,0.6550248517286495,0,1,1,0,0,1,1,1,0,1,1,0,5,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,-1.5272554898981345,-0.6994398211428351,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.9560809364479718,1.1126406459360914,1,1,0,1,1,1,0,1,0,0,1,1,3,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.4915252834007713,-1.1553396591353446,0,0,1,1,0,1,0,0,0,0,0,1,1,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.509341971558944,-1.8966800913900583,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,-0.30434240471556917,0.30527170151207633,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.28540603801484354,1.174998247303495,1,1,1,1,1,0,1,1,1,0,1,1,4,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.16445615488950618,-1.5367744384027713,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,-1.3071743601423351,0.15841213496202908,0,1,1,1,1,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.5147126920136147,-0.9108263291917714,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,-0.2810439020507376,0.7014740260064308,0,1,0,1,0,1,0,0,1,0,0,0,2,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.713765236919064,1.758831240288902,0,1,1,1,1,1,1,1,1,1,1,0,6,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,-1.5111318965491862,-0.27766978356133115,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.48060816677313895,-0.9266850908318975,0,1,1,1,0,0,0,0,0,1,0,1,1,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,-1.4825303431135377,-0.44963229869326293,0,1,1,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,-0.062372738437254695,0.43741085954186715,0,0,0,1,0,0,0,1,1,0,1,1,3,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.9192170845799973,0.7861968136204389,1,1,0,1,1,0,0,0,0,1,1,1,2,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.518294753560608,-1.8997218771745676,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.5081730103481974,1.024792589047724,1,0,0,1,1,0,1,1,0,1,1,1,4,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.5146557549541306,1.1085171027097005,1,1,0,1,0,1,0,1,1,1,1,1,5,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.1568019357266162,-1.4349324219002444,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,-1.5147126920136147,0.10751487553532449,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,-0.6396648701183852,-0.06554364837984747,0,0,1,0,0,1,1,1,1,0,0,1,4,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,-0.6464224970678442,-0.5876097519337605,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.17919078600267704,-1.0753790429478267,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,-0.43454791103719237,-0.6177125680516687,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,-0.3660206741983332,-0.10067923950469167,0,0,1,0,0,1,1,1,1,1,0,0,5,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-1.338865050992917,-0.6926576729856961,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.5274672281321362,1.4902619627071463,0,0,0,1,1,1,0,1,1,1,1,1,5,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,-0.5200665888589938,-0.6514134408024824,0,0,0,1,0,1,0,0,0,0,0,0,1,1
